time_us,encoder_value
17256927, 1305594
17266937, 1306536
17276947, 1307479
17286956, 1308423
17296966, 1309367
17306976, 1310310
17316986, 1311244
17326995, 1312187
17337005, 1313128
17347015, 1314068
17357025, 1315011
17367034, 1315954
17377044, 1316898
17387054, 1317839
17397064, 1318779
17407073, 1319720
17417083, 1320662
17427093, 1321605
17437103, 1322548
17447113, 1323491
17457122, 1324435
17467132, 1325378
17477142, 1326320
17487152, 1327257
17497161, 1328199
17507171, 1329138
17517181, 1330079
17527191, 1331023
17537200, 1331967
17547210, 1332912
17557220, 1333858
17567230, 1334799
17577239, 1335736
17587249, 1336677
17597259, 1337617
17607269, 1338558
17617279, 1339500
17627288, 1340444
17637298, 1341387
17647308, 1342330
17657318, 1343271
17667327, 1344209
17677337, 1345153
17687347, 1346096
17697357, 1347038
17707366, 1347981
17717376, 1348925
17727386, 1349869
17737396, 1350810
17747406, 1351748
17757415, 1352689
17767425, 1353630
17777435, 1354573
17787445, 1355515
17797454, 1356462
17807464, 1357409
17817474, 1358353
17827484, 1359295
17837493, 1360234
17847503, 1361176
17857513, 1362115
17867523, 1363058
17877532, 1364002
17887542, 1364944
17897552, 1365890
17907562, 1366835
17917572, 1367777
17927581, 1368716
17937591, 1369660
17947601, 1370603
17957611, 1371544
17967620, 1372488
17977630, 1373432
17987640, 1374377
17997650, 1375320
18007659, 1376256
18017669, 1377199
18027679, 1378140
18037689, 1379081
18047698, 1380025
18057708, 1380972
18067718, 1381918
18077728, 1382862
18097747, 1384743
18107757, 1385684
18117767, 1386624
18127777, 1387566
18137786, 1388508
18147796, 1389454
18157806, 1390401
18167816, 1391346
18177825, 1392289
18187835, 1393229
18197845, 1394174
18207855, 1395115
18217864, 1396058
18227874, 1397002
18237884, 1397947
18247894, 1398892
18257904, 1399836
18267913, 1400776
18277923, 1401719
18287933, 1402662
18297943, 1403605
18307952, 1404551
18317962, 1405497
18327972, 1406442
18337982, 1407388
18347991, 1408331
18358001, 1409270
18368011, 1410212
18378021, 1411153
18388031, 1412095
18398040, 1413038
18408050, 1413985
18418060, 1414931
18428070, 1415876
18438079, 1416820
18448089, 1417758
18458099, 1418703
18468109, 1419646
18478118, 1420588
18488128, 1421531
18498138, 1422478
18508148, 1423423
18518157, 1424365
18528167, 1425307
18538177, 1426251
18548187, 1427193
18558197, 1428137
18568206, 1429081
18578216, 1430027
18588226, 1430973
18598236, 1431919
18608245, 1432862
18618255, 1433801
18628265, 1434745
18638275, 1435687
18648284, 1436628
18658294, 1437573
18668304, 1438520
18678314, 1439467
18688323, 1440413
18698333, 1441358
18708343, 1442294
18718353, 1443240
18728363, 1444182
18738372, 1445125
18748382, 1446069
18758392, 1447016
18768402, 1447962
18778411, 1448905
18788421, 1449847
18808441, 1451734
18818450, 1452679
18828460, 1453623
18838470, 1454568
18848480, 1455514
18858489, 1456459
18868499, 1457403
18878509, 1458345
18888519, 1459289
18898529, 1460231
18908538, 1461175
18918548, 1462120
18928558, 1463067
18938568, 1464016
18948577, 1464963
18958587, 1465909
18968597, 1466848
18978607, 1467793
18988616, 1468735
18998626, 1469678
19008636, 1470623
19018646, 1471569
19028656, 1472514
19038665, 1473459
19048675, 1474404
19058685, 1475346
19068695, 1476291
19078704, 1477238
19088714, 1478182
19098724, 1479128
19108734, 1480075
19118743, 1481021
19128753, 1481966
19138763, 1482907
19148773, 1483851
19158782, 1484794
19168792, 1485738
19178802, 1486684
19188812, 1487630
19198822, 1488578
19208831, 1489527
19218841, 1490472
19228851, 1491413
19238861, 1492359
19248870, 1493301
19268890, 1495188
19278900, 1496135
19288909, 1497079
19298919, 1498025
19308929, 1498971
19318939, 1499913
19328948, 1500859
19338958, 1501805
19348968, 1502750
19358978, 1503697
19368988, 1504643
19378997, 1505590
19389007, 1506535
19399017, 1507476
19409027, 1508421
19419036, 1509363
19429046, 1510306
19439056, 1511252
19449066, 1512201
19459075, 1513149
19469085, 1514098
19479095, 1515043
19489105, 1515983
19499114, 1516929
19509124, 1517873
19519134, 1518817
19529144, 1519764
19539154, 1520712
19549163, 1521659
19559173, 1522605
19569183, 1523550
19579193, 1524492
19589202, 1525440
19599212, 1526386
19609222, 1527332
19619232, 1528279
19629241, 1529227
19639251, 1530174
19649261, 1531119
19659271, 1532061
19669281, 1533006
19679290, 1533948
19689300, 1534893
19699310, 1535840
19709320, 1536789
19719329, 1537737
19729339, 1538686
19739349, 1539632
19749359, 1540572
19759368, 1541519
19769378, 1542462
19779388, 1543406
19789398, 1544352
19799407, 1545301
19809417, 1546248
19819427, 1547193
19829437, 1548138
19839447, 1549082
19849456, 1550028
19859466, 1550974
19869476, 1551920
19879486, 1552867
19889495, 1553815
19899505, 1554762
19909515, 1555707
19919525, 1556649
19929534, 1557594
19939544, 1558537
19949554, 1559482
19959564, 1560429
19969573, 1561379
19979583, 1562327
19989593, 1563276
19999603, 1564223
20009613, 1565163
20019622, 1566111
20029632, 1567055
20039642, 1568000
20049652, 1568946
20059661, 1569895
20069671, 1570842
20079681, 1571787
20089691, 1572732
20099700, 1573675
20109710, 1574621
20119720, 1575569
20129730, 1576515
20139739, 1577463
20149749, 1578412
20159759, 1579360
20169769, 1580305
20179779, 1581247
20189788, 1582193
20199798, 1583138
20209808, 1584082
20219818, 1585028
20229827, 1585978
20239837, 1586926
20249847, 1587875
20259857, 1588822
20269866, 1589762
20279876, 1590710
20289886, 1591656
20299896, 1592600
20309906, 1593546
20319915, 1594494
20329925, 1595442
20339935, 1596388
20349945, 1597334
20359954, 1598280
20369964, 1599226
20379974, 1600172
20389984, 1601120
20399993, 1602069
20410003, 1603018
20420013, 1603966
20430023, 1604913
20440032, 1605854
20450042, 1606801
20460052, 1607745
20470062, 1608690
20480072, 1609636
20490081, 1610586
20500091, 1611534
20510101, 1612482
20520111, 1613430
20530120, 1614369
20540130, 1615317
20550140, 1616262
20560150, 1617208
20570159, 1618155
20580169, 1619103
20590179, 1620050
20600189, 1620997
20610198, 1621941
20620208, 1622889
20630218, 1623835
20640228, 1624780
20650238, 1625728
20660247, 1626678
20670257, 1627626
20680267, 1628574
20690277, 1629521
20700286, 1630462
20710296, 1631407
20720306, 1632352
20730316, 1633298
20740325, 1634244
20750335, 1635194
20760345, 1636143
20770355, 1637091
20780364, 1638038
20790374, 1638979
20800384, 1639927
20810394, 1640873
20820404, 1641818
20830413, 1642765
20840423, 1643713
20850433, 1644661
20860443, 1645608
20870452, 1646551
20880462, 1647496
20890472, 1648442
20900482, 1649390
20910491, 1650338
20920501, 1651288
20930511, 1652238
20940521, 1653187
20950531, 1654135
20960540, 1655078
20970550, 1656025
20980560, 1656969
20990570, 1657915
21000579, 1658862
21010589, 1659812
21020599, 1660762
21030609, 1661710
21040618, 1662657
21050628, 1663601
21060638, 1664550
21070648, 1665496
21080657, 1666442
21090667, 1667390
21100677, 1668338
21110687, 1669287
21120697, 1670234
21130706, 1671179
21140716, 1672124
21150726, 1673073
21160736, 1674020
21170745, 1674968
21180755, 1675919
21190765, 1676869
21200775, 1677819
21210784, 1678766
21220794, 1679710
21230804, 1680656
21240814, 1681601
21250823, 1682547
21260833, 1683494
21270843, 1684444
21280853, 1685393
21290863, 1686342
21300872, 1687289
21310882, 1688232
21320892, 1689181
21330902, 1690129
21340911, 1691076
21350921, 1692024
21360931, 1692974
21370941, 1693922
21380950, 1694870
21390960, 1695813
21400970, 1696757
21410980, 1697706
21420989, 1698652
21430999, 1699600
21441009, 1700551
21451019, 1701502
21461029, 1702451
21471038, 1703399
21481048, 1704340
21491058, 1705286
21501068, 1706231
21511077, 1707177
21521087, 1708125
21531097, 1709075
21541107, 1710024
21551116, 1710973
21561126, 1711919
21571136, 1712863
21581146, 1713813
21591156, 1714762
21601165, 1715709
21611175, 1716657
21621185, 1717607
21631195, 1718556
21641204, 1719503
21651214, 1720446
21661224, 1721392
21671234, 1722338
21681243, 1723285
21691253, 1724234
21701263, 1725184
21711273, 1726134
21721282, 1727085
21731292, 1728033
21741302, 1728976
21751312, 1729923
21761322, 1730870
21771331, 1731815
21781341, 1732763
21791351, 1733712
21801361, 1734661
21811370, 1735609
21821380, 1736555
21831390, 1737500
21841400, 1738446
21851409, 1739395
21861419, 1740343
21871429, 1741293
21881439, 1742241
21891448, 1743191
21901458, 1744138
21911468, 1745080
21921478, 1746026
21931488, 1746972
21941497, 1747917
21951507, 1748865
21961517, 1749815
21981536, 1751714
21991546, 1752663
22001556, 1753603
22011566, 1754553
22021575, 1755499
22031585, 1756445
22041595, 1757393
22051605, 1758342
22061614, 1759291
22071624, 1760238
22081634, 1761183
22091644, 1762128
22101654, 1763074
22111663, 1764023
22121673, 1764972
22131683, 1765923
22141693, 1766873
22151702, 1767823
22161712, 1768770
22171722, 1769712
22181732, 1770660
22191741, 1771606
22201751, 1772552
22211761, 1773500
22221771, 1774451
22231781, 1775400
22241790, 1776349
22251800, 1777297
22261810, 1778239
22271820, 1779187
22281829, 1780135
22291839, 1781081
22301849, 1782030
22311859, 1782979
22321868, 1783928
22331878, 1784877
22341888, 1785820
22351898, 1786768
22361907, 1787716
22371917, 1788663
22381927, 1789613
22391937, 1790564
22401947, 1791514
22411956, 1792463
22421966, 1793411
22431976, 1794355
22441986, 1795302
22451995, 1796248
22462005, 1797196
22472015, 1798143
22482025, 1799093
22492034, 1800044
22502044, 1800994
22512054, 1801941
22522064, 1802885
22532073, 1803836
22542083, 1804783
22552093, 1805730
22562103, 1806680
22572113, 1807629
22582122, 1808577
22592132, 1809526
22602142, 1810471
22612152, 1811417
22622161, 1812365
22632171, 1813313
22642181, 1814261
22652191, 1815213
22662200, 1816165
22672210, 1817115
22682220, 1818064
22692230, 1819007
22702239, 1819956
22712249, 1820901
22722259, 1821848
22732269, 1822797
22742279, 1823746
22752288, 1824696
22762298, 1825646
22772308, 1826594
22782318, 1827539
22792327, 1828491
22802337, 1829440
22812347, 1830388
22822357, 1831338
22832366, 1832288
22842376, 1833237
22852386, 1834185
22862396, 1835129
22872406, 1836076
22882415, 1837022
22892425, 1837971
22902435, 1838920
22912445, 1839871
22922454, 1840822
22932464, 1841773
22942474, 1842721
22952484, 1843663
22962493, 1844614
22972503, 1845561
22982513, 1846508
22992523, 1847457
23002532, 1848407
23012542, 1849356
23022552, 1850304
23032562, 1851251
23042572, 1852199
23052581, 1853147
23062591, 1854097
23072601, 1855047
23082611, 1855997
23092620, 1856946
23102630, 1857896
23112640, 1858843
23122650, 1859788
23132659, 1860735
23142669, 1861682
23152679, 1862629
23162689, 1863578
23172698, 1864529
23182708, 1865479
23192718, 1866430
23202728, 1867379
23212738, 1868325
23222747, 1869275
23232757, 1870223
23242767, 1871171
23252777, 1872120
23262786, 1873070
23272796, 1874020
23282806, 1874969
23292816, 1875914
23302825, 1876863
23312835, 1877811
23322845, 1878761
23332855, 1879710
23342864, 1880663
23352874, 1881614
23362884, 1882563
23372894, 1883512
23382904, 1884456
23392913, 1885406
23402923, 1886353
23412933, 1887301
23422943, 1888250
23432952, 1889199
23442962, 1890150
23452972, 1891100
23462982, 1892049
23472991, 1892993
23483001, 1893945
23503021, 1895841
23513031, 1896792
23523040, 1897742
23533050, 1898691
23543060, 1899641
23553070, 1900586
23563079, 1901533
23573089, 1902483
23583099, 1903432
23593109, 1904383
23603118, 1905334
23613128, 1906286
23623138, 1907237
23633148, 1908186
23643157, 1909131
23653167, 1910080
23663177, 1911027
23673187, 1911976
23683197, 1912926
23693206, 1913876
23703216, 1914827
23713226, 1915777
23733245, 1917671
23743255, 1918623
23753265, 1919572
23763275, 1920521
23773284, 1921472
23783294, 1922422
23793304, 1923372
23803314, 1924321
23813323, 1925266
23823333, 1926217
23833343, 1927164
23843353, 1928113
23853363, 1929063
23863372, 1930015
23873382, 1930967
23883392, 1931919
23893402, 1932869
23903411, 1933812
23913421, 1934763
23923431, 1935711
23933441, 1936659
23943450, 1937608
23953460, 1938559
23963470, 1939510
23973480, 1940459
23983489, 1941406
23993499, 1942354
24003509, 1943303
24013519, 1944252
24023529, 1945202
24033538, 1946155
24043548, 1947106
24053558, 1948057
24063568, 1949006
24073577, 1949950
24083587, 1950898
24093597, 1951847
24103607, 1952795
24113616, 1953744
24123626, 1954697
24133636, 1955649
24143646, 1956599
24153656, 1957548
24163665, 1958493
24173675, 1959446
24183685, 1960395
24193695, 1961344
24203704, 1962295
24213714, 1963245
24223724, 1964195
24233734, 1965143
24243743, 1966086
24253753, 1967035
24263763, 1967986
24273773, 1968936
24283782, 1969887
24293792, 1970840
24303802, 1971792
24313812, 1972743
24323822, 1973691
24333831, 1974637
24343841, 1975587
24353851, 1976534
24363861, 1977484
24373870, 1978433
24383880, 1979384
24393890, 1980336
24403900, 1981286
24413909, 1982234
24423919, 1983182
24433929, 1984135
24443939, 1985085
24453948, 1986035
24463958, 1986986
24473968, 1987936
24483978, 1988886
24493988, 1989834
24503997, 1990779
24514007, 1991727
24524017, 1992675
24534027, 1993626
24554046, 1995528
24564056, 1996481
24574066, 1997433
24584075, 1998382
24594085, 1999326
24604095, 2000278
24614105, 2001226
24624114, 2002175
24634124, 2003124
24644134, 2004075
24654144, 2005025
24664154, 2005974
24674163, 2006920
24684173, 2007869
24694183, 2008818
24704193, 2009770
24714202, 2010721
24724212, 2011673
24734222, 2012623
24744232, 2013573
24754241, 2014522
24764251, 2015466
24774261, 2016416
24784271, 2017364
24794281, 2018313
24804290, 2019263
24814300, 2020215
24824310, 2021167
24834320, 2022118
24844329, 2023067
24854339, 2024013
24864349, 2024966
24874359, 2025915
24884368, 2026865
24894378, 2027816
24904388, 2028766
24914398, 2029717
24924407, 2030667
24934417, 2031610
24944427, 2032561
24954437, 2033511
24964447, 2034461
24974456, 2035412
24984466, 2036365
24994476, 2037318
25004486, 2038268
25014495, 2039217
25024505, 2040162
25034515, 2041111
25044525, 2042058
25054534, 2043008
25064544, 2043958
25074554, 2044909
25084564, 2045861
25094573, 2046811
25104583, 2047759
25124603, 2049659
25134613, 2050610
25144622, 2051560
25154632, 2052510
25164642, 2053461
25174652, 2054411
25184661, 2055360
25194671, 2056307
25204681, 2057258
25214691, 2058206
25224700, 2059157
25234710, 2060109
25244720, 2061060
25254730, 2062012
25264739, 2062965
25274749, 2063914
25284759, 2064857
25294769, 2065809
25304779, 2066757
25314788, 2067707
25324798, 2068657
25334808, 2069609
25344818, 2070560
25354827, 2071509
25364837, 2072456
25374847, 2073406
25384857, 2074357
25394866, 2075308
25404876, 2076259
25414886, 2077212
25424896, 2078163
25434906, 2079114
25454925, 2081008
25464935, 2081959
25474945, 2082908
25484954, 2083858
25494964, 2084809
25504974, 2085762
25514984, 2086714
25524993, 2087664
25535003, 2088614
25545013, 2089560
25555023, 2090514
25565032, 2091462
25575042, 2092411
25585052, 2093362
25595062, 2094313
25605072, 2095264
25615081, 2096214
25625091, 2097159
25635101, 2098108
25645111, 2099057
25655120, 2100009
25665130, 2100959
25675140, 2101914
25695159, 2103818
25705169, 2104767
25715179, 2105713
25725189, 2106662
25735198, 2107610
25745208, 2108560
25755218, 2109512
25765228, 2110463
25775238, 2111415
25785247, 2112365
25795257, 2113313
25805267, 2114259
25815277, 2115212
25825286, 2116163
25835296, 2117112
25845306, 2118065
25855316, 2119017
25865325, 2119967
25875335, 2120915
25885345, 2121861
25895355, 2122811
25905364, 2123761
25915374, 2124709
25925384, 2125661
25935394, 2126612
25945404, 2127564
25955413, 2128516
25965423, 2129466
25975433, 2130409
25985443, 2131362
25995452, 2132311
26005462, 2133260
26015472, 2134210
26025482, 2135161
26035491, 2136112
26045501, 2137061
26055511, 2138008
26065521, 2138957
26075531, 2139905
26085540, 2140857
26095550, 2141808
26105560, 2142761
26115570, 2143713
26125579, 2144664
26135589, 2145613
26145599, 2146559
26155609, 2147509
26165618, 2148458
26175628, 2149407
26185638, 2150356
26195648, 2151309
26205657, 2152261
26215667, 2153212
26225677, 2154162
26235687, 2155107
26245697, 2156060
26255706, 2157009
26265716, 2157958
26275726, 2158909
26285736, 2159859
26295745, 2160809
26305755, 2161760
26315765, 2162706
26325775, 2163655
26335784, 2164607
26345794, 2165558
26355804, 2166507
26365814, 2167461
26375823, 2168414
26385833, 2169365
26395843, 2170315
26405853, 2171260
26415863, 2172210
26425872, 2173158
26435882, 2174108
26445892, 2175059
26455902, 2176011
26465911, 2176963
26475921, 2177914
26485931, 2178862
26495941, 2179810
26505950, 2180762
26515960, 2181714
26525970, 2182664
26535980, 2183616
26545989, 2184568
26555999, 2185519
26566009, 2186468
26576019, 2187414
26586029, 2188364
26596038, 2189313
26606048, 2190262
26616058, 2191214
26626068, 2192168
26636077, 2193120
26646087, 2194072
26656097, 2195023
26666107, 2195968
26676116, 2196920
26686126, 2197870
26696136, 2198820
26706146, 2199770
26716156, 2200721
26726165, 2201674
26736175, 2202624
26746185, 2203571
26756195, 2204521
26766204, 2205471
26776214, 2206421
26786224, 2207372
26796234, 2208326
26806243, 2209279
26816253, 2210229
26826263, 2211179
26836273, 2212125
26846282, 2213074
26856292, 2214022
26866302, 2214973
26876312, 2215922
26886322, 2216875
26896331, 2217828
26906341, 2218779
26916351, 2219728
26926361, 2220673
26936370, 2221626
26946380, 2222576
26956390, 2223525
26966400, 2224476
26976409, 2225428
26986419, 2226380
26996429, 2227331
27006439, 2228277
27016448, 2229225
27026458, 2230175
27046478, 2232076
27056488, 2233030
27066497, 2233984
27076507, 2234938
27086517, 2235888
27096527, 2236834
27106536, 2237783
27116546, 2238732
27126556, 2239679
27136566, 2240631
27146575, 2241583
27156585, 2242535
27166595, 2243486
27176605, 2244435
27186614, 2245384
27196624, 2246335
27206634, 2247287
27216644, 2248238
27226654, 2249190
27236663, 2250141
27246673, 2251093
27256683, 2252043
27266693, 2252987
27276702, 2253935
27286712, 2254884
27296722, 2255833
27306732, 2256783
27316741, 2257737
27326751, 2258690
27336761, 2259642
27346771, 2260593
27356781, 2261538
27366790, 2262491
27376800, 2263440
27386810, 2264389
27396820, 2265340
27406829, 2266291
27416839, 2267243
27426849, 2268194
27436859, 2269142
27446868, 2270091
27456878, 2271041
27466888, 2271991
27476898, 2272941
27486907, 2273896
27496917, 2274849
27506927, 2275801
27516937, 2276751
27526947, 2277697
27536956, 2278647
27546966, 2279594
27556976, 2280543
27566986, 2281493
27576995, 2282444
27587005, 2283397
27597015, 2284350
27607025, 2285299
27627044, 2287198
27637054, 2288149
27647064, 2289098
27657073, 2290051
27667083, 2291002
27677093, 2291954
27687103, 2292905
27697113, 2293851
27707122, 2294800
27717132, 2295750
27727142, 2296699
27737152, 2297649
27747161, 2298602
27757171, 2299556
27767181, 2300509
27777191, 2301460
27787200, 2302406
27797210, 2303357
27807220, 2304306
27817230, 2305254
27827239, 2306206
27837249, 2307159
27847259, 2308111
27857269, 2309063
27867279, 2310011
27877288, 2310960
27887298, 2311909
27897308, 2312861
27907318, 2313813
27917327, 2314765
27927337, 2315718
27937347, 2316670
27947357, 2317621
27957366, 2318566
27967376, 2319517
27977386, 2320466
27987396, 2321415
27997406, 2322364
28007415, 2323318
28017425, 2324270
28027435, 2325221
28037445, 2326172
28047454, 2327119
28057464, 2328070
28077484, 2329969
28087493, 2330920
28097503, 2331872
28107513, 2332824
28117523, 2333776
28127532, 2334723
28137542, 2335671
28147552, 2336622
28157562, 2337573
28167572, 2338524
28177581, 2339478
28187591, 2340432
28197601, 2341384
28207611, 2342335
28217620, 2343281
28227630, 2344231
28237640, 2345179
28247650, 2346129
28257659, 2347080
28267669, 2348033
28277679, 2348985
28287689, 2349938
28297698, 2350887
28307708, 2351833
28317718, 2352786
28327728, 2353737
28337738, 2354687
28347747, 2355637
28357757, 2356591
28367767, 2357543
28377777, 2358493
28387786, 2359439
28397796, 2360388
28407806, 2361336
28417816, 2362286
28427825, 2363237
28437835, 2364191
28447845, 2365143
28457855, 2366097
28467864, 2367049
28477874, 2367993
28487884, 2368946
28497894, 2369894
28507904, 2370843
28517913, 2371793
28527923, 2372745
28537933, 2373697
28547943, 2374649
28557952, 2375599
28567962, 2376548
28577972, 2377498
28587982, 2378448
28597991, 2379400
28608001, 2380354
28618011, 2381306
28628021, 2382258
28638031, 2383210
28648040, 2384155
28658050, 2385104
28668060, 2386052
28678070, 2387002
28688079, 2387952
28698089, 2388904
28708099, 2389858
28718109, 2390810
28728118, 2391760
28738128, 2392707
28748138, 2393662
28758148, 2394613
28768157, 2395562
28778167, 2396513
28788177, 2397465
28798187, 2398417
28808197, 2399368
28818206, 2400315
28828216, 2401263
28838226, 2402213
28848236, 2403163
28858245, 2404114
28868255, 2405068
28878265, 2406022
28888275, 2406975
28898284, 2407926
28908294, 2408873
28918304, 2409823
28928314, 2410772
28938323, 2411720
28948333, 2412672
28958343, 2413626
28968353, 2414578
28978363, 2415529
