time_us,encoder_value
17266967, 1310026
17276977, 1310978
17286987, 1311931
17296997, 1312886
17307006, 1313843
17317016, 1314800
17327026, 1315756
17337036, 1316714
17347045, 1317665
17357055, 1318620
17367065, 1319575
17377075, 1320529
17387084, 1321486
17397094, 1322442
17407104, 1323399
17417114, 1324355
17427124, 1325306
17437133, 1326259
17447143, 1327214
17457153, 1328170
17467163, 1329125
17477172, 1330082
17487182, 1331041
17497192, 1331998
17507202, 1332953
17517211, 1333906
17527221, 1334861
17537231, 1335814
17547241, 1336767
17557250, 1337722
17567260, 1338679
17577270, 1339635
17587280, 1340591
17597290, 1341545
17607299, 1342501
17617309, 1343453
17627319, 1344411
17637329, 1345367
17647338, 1346323
17657348, 1347281
17667358, 1348239
17677368, 1349195
17687377, 1350149
17697387, 1351103
17707397, 1352057
17717407, 1353012
17727416, 1353967
17737426, 1354926
17747436, 1355884
17757446, 1356842
17767456, 1357796
17777465, 1358749
17797485, 1360664
17807495, 1361619
17817504, 1362575
17827514, 1363532
17837524, 1364490
17847534, 1365445
17857543, 1366399
17867553, 1367355
17877563, 1368309
17887573, 1369263
17897583, 1370219
17907592, 1371177
17917602, 1372135
17927612, 1373093
17937622, 1374051
17947631, 1375005
17957641, 1375963
17967651, 1376917
17977661, 1377872
17987670, 1378829
17997680, 1379786
18007690, 1380744
18017700, 1381702
18027709, 1382656
18037719, 1383611
18047729, 1384567
18057739, 1385523
18067749, 1386478
18077758, 1387436
18087768, 1388395
18097778, 1389354
18107788, 1390311
18117797, 1391266
18127807, 1392223
18137817, 1393177
18147827, 1394131
18157836, 1395088
18167846, 1396045
18177856, 1397002
18187866, 1397960
18197875, 1398915
18207885, 1399873
18217895, 1400828
18227905, 1401785
18237915, 1402741
18247924, 1403700
18257934, 1404658
18267944, 1405616
18277954, 1406574
18287963, 1407529
18297973, 1408486
18307983, 1409441
18317993, 1410396
18328002, 1411352
18338012, 1412309
18348022, 1413268
18358032, 1414227
18368041, 1415184
18378051, 1416139
18388061, 1417100
18398071, 1418057
18408081, 1419013
18418090, 1419970
18428100, 1420929
18438110, 1421888
18448120, 1422845
18458129, 1423800
18468139, 1424758
18478149, 1425713
18488159, 1426668
18498168, 1427623
18508178, 1428583
18518188, 1429543
18528198, 1430502
18538208, 1431460
18548217, 1432414
18558227, 1433373
18568237, 1434330
18578247, 1435285
18588256, 1436243
18598266, 1437201
18608276, 1438159
18618286, 1439117
18628295, 1440073
18638305, 1441031
18648315, 1441986
18658325, 1442942
18668334, 1443900
18678344, 1444859
18688354, 1445818
18698364, 1446779
18708374, 1447737
18718383, 1448690
18728393, 1449649
18738403, 1450605
18748413, 1451561
18758422, 1452517
18768432, 1453476
18778442, 1454435
18788452, 1455393
18798461, 1456349
18808471, 1457307
18818481, 1458264
18828491, 1459221
18838500, 1460177
18848510, 1461136
18858520, 1462097
18868530, 1463057
18878540, 1464016
18888549, 1464972
18898559, 1465929
18908569, 1466885
18918579, 1467841
18928588, 1468799
18938598, 1469760
18948608, 1470719
18958618, 1471678
18968627, 1472634
18978637, 1473592
18988647, 1474550
18998657, 1475508
19008666, 1476467
19018676, 1477427
19028686, 1478387
19038696, 1479347
19048706, 1480305
19058715, 1481261
19068725, 1482219
19078735, 1483174
19088745, 1484131
19098754, 1485089
19108764, 1486049
19118774, 1487009
19128784, 1487970
19138793, 1488927
19148803, 1489885
19158813, 1490844
19168823, 1491804
19178833, 1492762
19188842, 1493721
19198852, 1494682
19208862, 1495642
19218872, 1496602
19228881, 1497559
19238891, 1498516
19248901, 1499474
19258911, 1500431
19268920, 1501389
19278930, 1502350
19288940, 1503312
19298950, 1504273
19308959, 1505231
19318969, 1506187
19328979, 1507148
19338989, 1508106
19348999, 1509064
19359008, 1510023
19369018, 1510984
19379028, 1511944
19389038, 1512903
19399047, 1513860
19409057, 1514818
19419067, 1515776
19429077, 1516734
19439086, 1517692
19449096, 1518653
19459106, 1519614
19469116, 1520575
19479125, 1521535
19489135, 1522491
19499145, 1523453
19509155, 1524410
19519165, 1525367
19529174, 1526326
19539184, 1527285
19549194, 1528246
19559204, 1529206
19569213, 1530162
19579223, 1531120
19589233, 1532079
19599243, 1533038
19609252, 1533997
19619262, 1534957
19629272, 1535918
19639282, 1536881
19649291, 1537842
19659301, 1538797
19669311, 1539759
19679321, 1540717
19689331, 1541674
19699340, 1542633
19709350, 1543594
19719360, 1544555
19729370, 1545515
19739379, 1546471
19749389, 1547427
19759399, 1548386
19769409, 1549346
19779418, 1550305
19789428, 1551265
19799438, 1552227
19809448, 1553189
19829467, 1555105
19839477, 1556065
19849487, 1557022
19859497, 1557980
19869506, 1558939
19879516, 1559900
19889526, 1560861
19899536, 1561821
19909545, 1562778
19919555, 1563736
19929565, 1564695
19939575, 1565654
19949584, 1566613
19959594, 1567576
19969604, 1568537
19979614, 1569499
19989624, 1570459
19999633, 1571416
20009643, 1572375
20019653, 1573332
20029663, 1574290
20039672, 1575250
20049682, 1576210
20059692, 1577170
20069702, 1578131
20079711, 1579092
20089721, 1580049
20099731, 1581007
20109741, 1581968
20119750, 1582929
20129760, 1583891
20139770, 1584852
20149780, 1585814
20159790, 1586774
20169799, 1587732
20179809, 1588690
20189819, 1589648
20199829, 1590608
20209838, 1591567
20219848, 1592528
20229858, 1593490
20239868, 1594451
20249877, 1595412
20259887, 1596369
20269897, 1597330
20279907, 1598292
20289916, 1599250
20299926, 1600212
20309936, 1601173
20319946, 1602135
20329956, 1603095
20339965, 1604051
20349975, 1605010
20359985, 1605969
20369995, 1606928
20380004, 1607888
20390014, 1608849
20400024, 1609812
20410034, 1610775
20420043, 1611736
20430053, 1612692
20440063, 1613655
20450073, 1614615
20460083, 1615574
20470092, 1616534
20480102, 1617496
20490112, 1618457
20500122, 1619416
20510131, 1620375
20520141, 1621335
20530151, 1622294
20540161, 1623252
20550170, 1624211
20560180, 1625174
20570190, 1626136
20580200, 1627099
20590209, 1628059
20600219, 1629015
20610229, 1629977
20620239, 1630936
20630249, 1631894
20640258, 1632855
20650268, 1633816
20660278, 1634778
20670288, 1635738
20680297, 1636697
20690307, 1637656
20700317, 1638614
20710327, 1639573
20720336, 1640533
20730346, 1641495
20740356, 1642457
20750366, 1643419
20760375, 1644380
20770385, 1645337
20780395, 1646298
20790405, 1647256
20800415, 1648216
20810424, 1649177
20820434, 1650138
20830444, 1651099
20840454, 1652061
20850463, 1653019
20860473, 1653978
20870483, 1654938
20880493, 1655898
20890502, 1656859
20900512, 1657822
20910522, 1658785
20920532, 1659749
20930541, 1660710
20940551, 1661665
20950561, 1662625
20960571, 1663586
20970581, 1664544
20980590, 1665505
20990600, 1666467
21000610, 1667429
21010620, 1668391
21020629, 1669349
21030639, 1670309
21040649, 1671269
21050659, 1672230
21060668, 1673189
21070678, 1674153
21080688, 1675117
21090698, 1676079
21100708, 1677040
21110717, 1677996
21120727, 1678956
21130737, 1679916
21140747, 1680875
21150756, 1681835
21160766, 1682797
21170776, 1683759
21180786, 1684720
21190795, 1685679
21200805, 1686639
21210815, 1687599
21220825, 1688560
21230834, 1689519
21240844, 1690484
21250854, 1691447
21260864, 1692410
21270874, 1693371
21280883, 1694327
21290893, 1695287
21300903, 1696246
21310913, 1697205
21320922, 1698166
21330932, 1699128
21340942, 1700090
21350952, 1701052
21360961, 1702012
21370971, 1702973
21380981, 1703930
21390991, 1704891
21401000, 1705852
21411010, 1706816
21421020, 1707780
21431030, 1708743
21441040, 1709703
