time,position,velocity,current,voltage
29674,90878,701.8,183,11907
29684,90913,698,191,11882
29694,90949,706.4,198,11889
29704,90984,718.8,204,11901
29714,91019,715,208,11913
29724,91055,721.2,204,11926
29734,91091,711,197,11913
29744,91127,728,187,11913
29754,91163,679.6,186,11901
29764,91198,723.8000000000001,192,11895
29774,91233,701.4000000000001,201,11882
29784,91268,723.8000000000001,209,11895
29794,91303,712.4,212,11907
29804,91339,728,211,11913
29814,91375,724.8,204,11913
29824,91411,717.2,196,11926
29834,91447,720.8000000000001,189,11919
29844,91482,685,189,11901
29854,91517,699.5999999999999,199,11882
29864,91552,695.1999999999999,205,11889
29874,91587,718.6,207,11907
29884,91623,724.2,207,11919
29894,91659,711.5999999999999,201,11919
29904,91695,716.1999999999999,193,11919
29914,91731,716.4000000000001,183,11919
29924,91767,691.6,185,11901
29934,91801,714.2,193,11889
29944,91837,694,205,11889
29954,91871,712.6,211,11895
29964,91907,715.6,209,11913
29974,91943,744.4,206,11926
29984,91979,719,196,11926
29994,92015,720,188,11919
